TEMP*               1006          184532  9.5272598E+00
TEMP*               1006          184533  9.1735325E+00
TEMP*               1006          184534  8.7456369E+00
TEMP*               1006          184535  8.5988836E+00
TEMP*               1006          184536  1.0072361E+01
TEMP*               1006          184537  9.7619228E+00
TEMP*               1006          184538  9.6558990E+00
TEMP*               1006          184539  9.7393885E+00
TEMP*               1006          184540  8.2862415E+00
TEMP*               1006          184541  8.4950590E+00
TEMP*               1006          184542  8.9648180E+00
TEMP*               1006          184543  9.3381128E+00
TEMP*               1006          184544  9.6924496E+00
TEMP*               1006          184545  1.0270683E+01
TEMP*               1006          184546  8.7135458E+00
TEMP*               1006          184547  9.7904100E+00
TEMP*               1006          184548  1.0685060E+01
TEMP*               1006          184549  1.0418960E+01
TEMP*               1006          184550  1.0255777E+01
TEMP*               1006          184551  1.0511744E+01
TEMP*               1006          184552  9.4872446E+00
TEMP*               1006          184553  8.3212719E+00
TEMP*               1006          184554  1.0734773E+01
TEMP*               1006          184555  1.0707103E+01
TEMP*               1006          184556  1.0182957E+01
TEMP*               1006          184557  9.8813543E+00
TEMP*               1006          184558  9.7466679E+00
TEMP*               1006          184559  9.8251295E+00
TEMP*               1006          184560  9.6038704E+00
TEMP*               1006          184561  9.2041979E+00
TEMP*               1006          184562  8.7737980E+00
TEMP*               1006          184563  8.6538305E+00
TEMP*               1006          184564  8.3377237E+00
TEMP*               1006          184565  8.5256062E+00
TEMP*               1006          184566  8.9991856E+00
TEMP*               1006          184567  9.4109907E+00
TEMP*               1006          184568  1.0345207E+01
TEMP*               1006          184569  9.7641506E+00
TEMP*               1006          184570  9.8779945E+00
TEMP*               1006          184571  8.7479105E+00
TEMP*               1006          184572  1.0810166E+01
TEMP*               1006          184573  1.0582225E+01
TEMP*               1006          184574  1.0467534E+01
TEMP*               1006          184575  1.0661161E+01
TEMP*               1006          184576  8.3540154E+00
TEMP*               1006          184577  9.5590258E+00
TEMP*               1006          184578  1.0829880E+01
TEMP*               1006          184579  1.0852524E+01
TEMP*               1006          184580  1.6433973E+00
TEMP*               1006          184581  1.4598380E+00
TEMP*               1006          184582  1.1677394E+00
TEMP*               1006          184583  2.6040530E-01
TEMP*               1006          184584 -9.5207202E-01
TEMP*               1006          184585 -1.3361728E+00
TEMP*               1006          184586 -2.4506462E+00
TEMP*               1006          184587 -2.5353868E+00
TEMP*               1006          184588 -2.1252849E+00
TEMP*               1006          184589 -1.0724418E+00
TEMP*               1006          184590 -6.3025278E-01
TEMP*               1006          184591 -2.8577143E-01
TEMP*               1006          184592 -2.0972328E-01
TEMP*               1006          184593 -2.9157946E-01
TEMP*               1006          184594 -6.0638584E-02
TEMP*               1006          184595 -9.9737190E-02
TEMP*               1006          184596 -1.8409850E-01
TEMP*               1006          184597 -1.2853158E+00
TEMP*               1006          184598 -2.7476962E+00
TEMP*               1006          184599 -3.0603838E+00
TEMP*               1006          184600 -3.1984353E+00
TEMP*               1006          184601 -3.3019614E+00
