TEMP*               1004          184532  9.1718882E-01
TEMP*               1004          184533  1.2501975E+00
TEMP*               1004          184534  1.6671630E+00
TEMP*               1004          184535  2.2602489E+00
TEMP*               1004          184536  1.4842380E+00
TEMP*               1004          184537  1.7875109E+00
TEMP*               1004          184538  2.4647105E+00
TEMP*               1004          184539  3.2737341E+00
TEMP*               1004          184540  1.9587854E+00
TEMP*               1004          184541  1.4413506E+00
TEMP*               1004          184542  1.0630051E+00
TEMP*               1004          184543  7.4467885E-01
TEMP*               1004          184544  7.6575863E-01
TEMP*               1004          184545  1.3930088E+00
TEMP*               1004          184546  2.7092021E+00
TEMP*               1004          184547  3.6692808E+00
TEMP*               1004          184548  4.0889578E+00
TEMP*               1004          184549  3.1316526E+00
TEMP*               1004          184550  2.2468083E+00
TEMP*               1004          184551  1.9590321E+00
TEMP*               1004          184552  5.7739609E-01
TEMP*               1004          184553  2.3404639E+00
TEMP*               1004          184554  1.9306986E+00
TEMP*               1004          184555  4.4499407E+00
TEMP*               1004          184556  1.3559537E+00
TEMP*               1004          184557  1.6775740E+00
TEMP*               1004          184558  2.3475413E+00
TEMP*               1004          184559  3.1110640E+00
TEMP*               1004          184560  7.5824356E-01
TEMP*               1004          184561  1.0662088E+00
TEMP*               1004          184562  1.5389287E+00
TEMP*               1004          184563  2.1302969E+00
TEMP*               1004          184564  1.8249626E+00
TEMP*               1004          184565  1.3090456E+00
TEMP*               1004          184566  8.8546813E-01
TEMP*               1004          184567  5.8617139E-01
TEMP*               1004          184568  1.2643968E+00
TEMP*               1004          184569  6.3933766E-01
TEMP*               1004          184570  3.4835451E+00
TEMP*               1004          184571  2.5163391E+00
TEMP*               1004          184572  3.8969071E+00
TEMP*               1004          184573  3.0258396E+00
TEMP*               1004          184574  2.2116640E+00
TEMP*               1004          184575  1.8684174E+00
TEMP*               1004          184576  2.1525044E+00
TEMP*               1004          184577  4.5080695E-01
TEMP*               1004          184578  1.8030677E+00
TEMP*               1004          184579  4.2659097E+00
TEMP*               1004          184580 -1.2142181E+01
TEMP*               1004          184581 -1.1770893E+01
TEMP*               1004          184582 -1.1415671E+01
TEMP*               1004          184583 -1.0894433E+01
TEMP*               1004          184584 -1.0214343E+01
TEMP*               1004          184585 -1.0122000E+01
TEMP*               1004          184586 -8.2566729E+00
TEMP*               1004          184587 -8.2614880E+00
TEMP*               1004          184588 -7.7528515E+00
TEMP*               1004          184589 -6.6474500E+00
TEMP*               1004          184590 -6.2299504E+00
TEMP*               1004          184591 -5.9637737E+00
TEMP*               1004          184592 -5.9056826E+00
TEMP*               1004          184593 -5.9796877E+00
TEMP*               1004          184594 -5.7558665E+00
TEMP*               1004          184595 -5.7927914E+00
TEMP*               1004          184596 -5.8654528E+00
TEMP*               1004          184597 -6.7835388E+00
TEMP*               1004          184598 -7.9937005E+00
TEMP*               1004          184599 -8.2259912E+00
TEMP*               1004          184600 -8.2090082E+00
TEMP*               1004          184601 -8.3094645E+00
TEMP*               1004          184602 -8.2819300E+00
TEMP*               1004          184603 -8.3442192E+00
TEMP*               1004          184604 -1.4239698E+01
TEMP*               1004          184605 -1.3934764E+01
TEMP*               1004          184606 -1.3528719E+01
TEMP*               1004          184607 -1.3192882E+01
TEMP*               1004          184608 -1.2865893E+01
TEMP*               1004          184609 -1.2458826E+01
TEMP*               1004          184610 -1.1649139E+01
TEMP*               1004          184611 -1.1148751E+01
TEMP*               1004          184612 -1.0785171E+01
TEMP*               1004          184613 -1.0247649E+01
TEMP*               1004          184614 -9.5669432E+00
TEMP*               1004          184615 -9.2225580E+00
TEMP*               1004          184616 -9.1127625E+00
TEMP*               1004          184617 -9.0349426E+00
TEMP*               1004          184618 -8.9435196E+00
TEMP*               1004          184619 -1.5016454E+01
TEMP*               1004          184620 -1.4660728E+01
TEMP*               1004          184621 -1.4208177E+01
TEMP*               1004          184622 -1.3836731E+01
TEMP*               1004          184623 -1.3493802E+01
TEMP*               1004          184624 -1.3125457E+01
TEMP*               1004          184625 -1.2669621E+01
TEMP*               1004          184626 -1.2244132E+01
TEMP*               1004          184627 -1.1748193E+01
TEMP*               1004          184628 -1.1091331E+01
TEMP*               1004          184629 -1.7613081E+01
TEMP*               1004          184630 -1.6945738E+01
TEMP*               1004          184631 -1.6170689E+01
TEMP*               1004          184632 -1.5273512E+01
TEMP*               1004          184633 -1.4291869E+01
TEMP*               1004          184634 -1.7598919E+01
TEMP*               1004          184635 -1.6904116E+01
TEMP*               1004          184636 -1.6087416E+01
TEMP*               1004          184637 -1.5151031E+01
TEMP*               1004          184638 -1.4136947E+01
TEMP*               1004          184639 -1.7094254E+01
TEMP*               1004          184640 -1.6520300E+01
TEMP*               1004          184641 -1.5674420E+01
TEMP*               1004          184642 -1.4570832E+01
TEMP*               1004          184643 -1.3397595E+01
TEMP*               1004          184644 -1.2415848E+01
TEMP*               1004          184645 -1.1668334E+01
TEMP*               1004          184646 -1.2407454E+01
TEMP*               1004          184647 -1.2889231E+01
TEMP*               1004          184648 -1.3360215E+01
TEMP*               1004          184649 -1.3883065E+01
TEMP*               1004          184650 -1.1895001E+01
TEMP*               1004          184651 -1.2629508E+01
TEMP*               1004          184652 -1.2393242E+01
TEMP*               1004          184653 -1.3079736E+01
TEMP*               1004          184654 -1.2240669E+01
