TEMP*               1002          184532  7.2202373E+00
TEMP*               1002          184533  7.5535512E+00
TEMP*               1002          184534  8.0350714E+00
TEMP*               1002          184535  8.6958113E+00
TEMP*               1002          184536  7.8484516E+00
TEMP*               1002          184537  8.1602621E+00
TEMP*               1002          184538  8.8378677E+00
TEMP*               1002          184539  9.6371956E+00
TEMP*               1002          184540  8.4103441E+00
TEMP*               1002          184541  7.8101411E+00
TEMP*               1002          184542  7.3583989E+00
TEMP*               1002          184543  7.0360928E+00
TEMP*               1002          184544  7.0709882E+00
TEMP*               1002          184545  7.7511415E+00
TEMP*               1002          184546  9.1426458E+00
TEMP*               1002          184547  1.0026872E+01
TEMP*               1002          184548  1.0396627E+01
TEMP*               1002          184549  9.5098190E+00
TEMP*               1002          184550  8.6799088E+00
TEMP*               1002          184551  8.3819656E+00
TEMP*               1002          184552  6.8730297E+00
TEMP*               1002          184553  8.8072433E+00
TEMP*               1002          184554  8.3432007E+00
TEMP*               1002          184555  1.0746243E+01
TEMP*               1002          184556  7.9345322E+00
TEMP*               1002          184557  8.2672796E+00
TEMP*               1002          184558  8.9403076E+00
TEMP*               1002          184559  9.6976004E+00
TEMP*               1002          184560  7.2619181E+00
TEMP*               1002          184561  7.5619044E+00
TEMP*               1002          184562  8.0785980E+00
TEMP*               1002          184563  8.7264891E+00
TEMP*               1002          184564  8.4368391E+00
TEMP*               1002          184565  7.8503680E+00
TEMP*               1002          184566  7.3723769E+00
TEMP*               1002          184567  7.0768766E+00
TEMP*               1002          184568  7.8348422E+00
TEMP*               1002          184569  7.1466088E+00
TEMP*               1002          184570  1.0066207E+01
TEMP*               1002          184571  9.1170702E+00
TEMP*               1002          184572  1.0495817E+01
TEMP*               1002          184573  9.6772003E+00
TEMP*               1002          184574  8.8903923E+00
TEMP*               1002          184575  8.5208759E+00
TEMP*               1002          184576  8.7791853E+00
TEMP*               1002          184577  6.9445539E+00
TEMP*               1002          184578  8.4382601E+00
TEMP*               1002          184579  1.0854734E+01
TEMP*               1002          184580 -7.1163568E+00
TEMP*               1002          184581 -6.7822199E+00
TEMP*               1002          184582 -6.5640559E+00
TEMP*               1002          184583 -6.1251016E+00
TEMP*               1002          184584 -5.0993299E+00
TEMP*               1002          184585 -4.9993067E+00
TEMP*               1002          184586 -1.3053305E+00
TEMP*               1002          184587 -1.4435924E+00
TEMP*               1002          184588 -1.0160503E+00
